ABBIE
ANNETA
ANNETTA
ANNETTE
ANNI
ANNIE
ANNIKA
ANNITA
ANNY
ANOUK
ANSELMA
ANTOANETA
ANTOINETTE
ANTONELLA
ANTONIA
ANTÓNIA
ANTONINA
ANTONÍNA
ANTULA
ANUJIN
ANUŠE
ANUŠKA
ANYA
ANŽELA
ANŽELIKA
APOLENA
APOLÉNA
APOLONIA
APOLÓNIA
APOLONIE
ARANA
ARANKA
ARETI
AREVIK
ARIA
ARIADNA
ARIADNI
ARIANA
ARIANE
ARIANNA
ARIELA
ARIELLE
ARIN
ARINA
ARLENA
ARLETA
ARLETTA
ARLETTE
ARMINA
ARMINE
ARNA
ARNOŠTA
ARNOŠTKA
ARTA
ARWA
ARWEN
ASEL
ASIA
ASIYA
ASJA
ASMA
ASTRID
ASTRIDA
ATANASIA
ATHENA
ATHÉNA
ATHINA
ATINA
AUDREY
AUGUSTA
AUGUSTINA
AUGUSTÍNA
AUGUSTÝNA
AURA
AURELIA
AURÉLIA
AURELIE
AURÉLIE
AURIKA
AURORA
AVIGAIL
AVISAG
AVISAGA
AVISHAG
AVIŠAG
AVITAL
AYA
AYALA
AYAT
AYELET
AYESHA
AYLA
AYLEEN
AYLIN
AYSE
AYSHA
AZIZA
AZRA
BABETA
BABETTE
BÁRA
BARBARA
BÄRBEL
BARBORA
BARUNKA
BEA
BEATA
BEÁTA
BEATE
BEATRICA
BEATRICE
BÉATRICE
BEATRIS
BEATRIX
BEATRIZ
BEC
BECK
BEDŘICHA
BEDŘIŠKA
BELÉN
BELINDA
BELLA
BENEDETTA
BENEDIKTA
BERENIKA
BERENIKE
BERENIKÉ
BERIT
BERNADETA
BERNADETTA
BERNADETTE
BERNARDA
BERNARDETA
BERNARDINA
BERNARDÍNA
BERTA
BERTHA
BERTINA
BETTINA
BETTY
BEX
BĚLA
BĚLENA
BĚLOSLAVA
BĚLUŠE
BĚLUŠKA
BĚTA
BĚTUŠKA
BIANCA
BIANKA
BIBI
BIBIANA
BIBIANNA
BIBIÁNA
BILJANA
BIRGIT
BIRGITA
BISERKA
BLAHOMILA
BLAHOMÍRA
BLAHOSLAVA
BLANCA
BLANKA
BLAŽENA
BLAŽENKA
BOGUMILA
BOGUMIŁA
BOGUSLAWA
BOGUSŁAWA
BOHDANA
BOHDANKA
BOHUMILA
BOHUMÍRA
BOHUNA
BOHUNKA
BOHUSLAVA
BOHUSLÁVKA
BOHUŠE
BOHUŠKA
BOHUVĚRA
BOJANA
BOLESLAVA
BORISLAVA
BORJANA
BOŽENA
BOŽENKA
BRANISLAVA
BRANKA
BRENDA
BRIANA
BRIANNA
BRIGIT
BRIGITA
BRIGITTA
BRIGITTE
BRITA
BROŇA
BRONIA
BRONISLAVA
BRUNA
BRUNHILDA
BŘETISLAVA
CAITLIN
CAMELIA
CAMILA
CAMILLA
CARINA
CARINE
CARLOTTA
CARMEN
CARMIT
CAROLA
CAROLE
CAROLIN
CAROLINA
CAROLINE
CAROLYN
CASSANDRA
CATALINA
CATARINA
CATERINA
CATHARINA
CATHERINE
CECILIA
CECÍLIA
CECILIE
CECÍLIE
CECYLIA
CELESTINA
CELESTÍNA
CELESTÝNA
CELINA
CELINE
CÉLINE
CIARA
CINDY
CIRILLA
CLARA
CLARISSA
CLAUDIA
CLAUDIE
CLEMENTINE
CLOE
COLETTE
CONSTANCE
CONSTANZE
CORA
CORINA
CORINNE
CORNELIA
CORNÉLIE
COSMINA
CRISTINA
CRISTINE
CSILLA
CTIRADA
CVETA
CYNTHIA
CYNTIE
CYRILA
CYRILKA
CYRILLA
CZESLAWA
CZESŁAWA
ČEŇKA
ČESLAVA
ČESTMÍRA
DAFINA
DAFNA
DAFNÉ
DAFNI
DAGMAR
DAGMARA
DAHLIA
DAIANA
DAISY
DAJA
DÁJA
DAJANA
DAJÁNA
DALENA
DALIA
DALIBORA
DALIDA
DALIE
DALILA
DALIMILA
DALIT
DAMARIS
DAMIANA
DAMIÁNA
DANA
DAŇA
DÁŇA
DANAE
DANAI
DANIA
DANICA
DANIČKA
DANIELA
DANIELLA
DANIELLE
DANIJELA
DANIKA
DANISLAVA
DANKA
DANNA
DANUŠ
DANUŠA
DANUŠE
DANUŠKA
DANUTA
DAPHNE
DAREEN
DARIA
DÁRIA
DARIANA
DARIJA
DARINA
DARÍNA
DARINKA
DARJA
DARKA
DARUŠE
DARYA
DARYNA
DASHA
DAŠA
DÁŠA
DAŠENA
DAŠENKA
DÁŠENKA
DAVIDA
DEANA
DEBORA
DEBORAH
DEINA
DEJANA
DELIA
DELILA
DELILAH
DEMI
DENAIDA
DENISA
DENISE
DENISSA
DESANKA
DESIREE
DÉSIRÉE
DESISLAVA
DESPINA
DĚVANA
DIA
DIANA
DIANE
DIANNA
DIJANA
DILARA
DIMITRA
DIMITRINA
DIMITRULA
DINA
DINAH
DINARA
DIOR
DITA
DITTA
DIVIŠKA
DJAMILA
DOBRA
DOBROMILA
DOBROMÍRA
DOBROSLAVA
DOBRUŠE
DOBRUŠKA
DOLORES
DOMENICA
DOMINICA
DOMINIKA
DONATA
DONATELA
DONIKA
DONKA
DONNA
DORA
DOREEN
DORIANA
DORINA
DORIS
DORIT
DORKA
DOROTA
DOROTEA
DOROTHEA
DOROTHY
DOROTKA
DOUBRAVA
DOUBRAVKA
DRAGA
DRAGANA
DRAGICA
DRAHA
DRAHOMILA
DRAHOMÍRA
DRAHOSLAVA
DRAHUŠA
DRAHUŠE
DRAHUŠKA
DUA
DUBRAVKA
DUŇA
DUNJA
DUŠANA
DUŠANKA
DUŠICA
DVORA
DZIYANA
DŽAMILA
EBRU
ECATERINA
EDELGARD
EDELINE
EDELTRAUD
EDELTRAUDA
EDELTRAUT
EDELTRUD
EDELTRUDA
EDINA
EDIT
EDITA
EDITH
EDITHA
EDNA
EDUARDA
EDYTA
EFRAT
EILEEN
EINAT
EINAV
EIVA
EKATERINA
EKATERINI
ELA
ELAINE
ELEA
ELEANA
ELEANORA
ELEFTERIA
ELEKTRA
ELEN
ELÉN
ELENA
ELENI
ELENKA
ELEONOR
ELEONORA
ELEONÓRA
ELFI
ELFRIDA
ELFRÍDA
ELFRÝDA
ELFRIEDA
ELFRIEDE
ELIANA
ELIANE
ELIANNA
ELIDA
ELINA
ELINE
ELINOR
ELIORA
ELISABET
ELISABETA
ELISABETH
ELISABETHA
ELISABETTA
ELISAVET
ELISAVETA
ELISE
ELISHKA
ELISKA
ELISSA
ELIŠKA
ELIŠKA ANNA
ELIYA
ELIZABET
ELIZABETA
ELIZABETH
ELIZAVETA
ELKA
ELLEANOR
ELLENA
ELLIANA
ELLIE
ELLIN
ELLINA
ELLINOR
ELLYN
ELMA
ELMIRA
ELODIE
ELOISE
ELONA
ELPIDA
ELSA
ELSIE
ELVINA
ELVÍNA
ELVIRA
ELVÍRA
ELZBIETA
ELŻBIETA
ELŽBIETA
EMA
EMANUELA
EMELIE
EMILA
EMILI
EMILIA
EMÍLIA
EMILIANA
EMILIE
EMÍLIE
ÉMILIE
EMILIJA
EMILLY
EMINA
EMINE
EMMA
EMMY
ENA
ENISA
ENNA
ENNI
ENNIE
ENNY
ENOLA
ENYA
ERICA
ERIKA
ERINA
ERNA
ERNESTINA
ERNESTÍNA
ERNESTINE
ERNESTÝNA
ERVÍNA
ERZSÉBET
ERŽIKA
ESCADA
ESMA
ESMÉE
ESMERALDA
ESPERANZA
ESSI
ESTEL
ESTELA
ESTELL
ESTELLA
ESTELLE
ESTER
ESTERA
ESTHER
ESZTER
ETEL
ETELA
ETELKA
EUGENIA
EUGÉNIA
EUGENIE
EULALIE
EULÁLIE
EUNIKA
EVA
ÉVA
EVANGELIA
EVANTIA
EVDOKIA
EVDOXIA
EVELINA
EVELÍNA
EVELINE
EVELYNA
EVELÝNA
EVELYNE
EVGENIA
EVGENIE
EVGENIJA
EVI
EVIČKA
EVITA
EVŽA
EVŽENA
EVŽENIE
EVŽENKA
EWA
EWELINA
FABIANA
FABIÁNA
FABIENNE
FABIOLA
FANI
FANNY
FANY
FARAH
FARIDA
FATEN
FATIMA
FÁTIMA
FATMA
FAUSTÝNA
FAY
FEDERICA
FEDORA
FELICIA
FELICIE
FELICITA
FELICITAS
FELIXA
FERDINANDA
FERNANDA
FILIPA
FILIPÍNA
FILIPKA
FILIPPA
FILOMENA
FILOMÉNA
FIONA
FIORELLA
FLAVIA
FLORA
FLÓRA
FLORENCIA
FLORENTINA
FLORENTÝNA
FLORIANA
FLORIÁNA
FOTINI
FRANCES
FRANCESCA
FRANCISCA
FRANCISKA
FRANKA
FRANTIŠKA
FRANZISKA
FREDERIKA
FREJA
FREYA
FRIDA
FRÍDA
FRIDERIKA
FRIEDA
GÁBINA
GABRIELA
GABRIELLA
GABRIELLE
GAIA
GAJA
GAJANE
GALA
GALI
GALIA
GALINA
GALIT
GALJA
GANKA
GARIKA
GAYA
GAYANE
GEFEN
GEMMA
GENEVIEVE
GENOVEFA
GENOVEVA
GENOVÉVA
GENOWEFA
GENTIANA
GEORGETTE
GEORGINA
GEORGÍNA
GERALDINA
GERDA
GERGANA
GERLINDA
GERLINDE
GERTA
GERTRAUD
GERTRAUDA
GERTRUD
GERTRUDA
GERTRÚDA
GERTRŮDA
GERTRUDE
GIADA
GIANG
GIANNA
GILDA
GINA
GINETTE
GINEVRA
GINIKA
GIOIA
GIORGIA
GIOVANNA
GISELA
GISELLE
GITA
GITTA
GIULIA
GIULIANA
GIZELA
GIZELLA
GLADYS
GLORIA
GLORIE
GOHAR
GORANA
GORDANA
GRACE
GRACIELA
GRAZIELLA
GRAZYNA
GRAŻYNA
GRAŹYNA
GRAŽINA
GRAŽYNA
GRETA
GRÉTA
GUDRUN
GULNARA
GUSTA
GUSTAVA
GUZEL
GVENDOLÍNA
GWENDOLYN
HADAS
HAGIT
HAIDI
HAILEY
HAJNALKA
HALA
HALEY
HALINA
HALKA
HALYNA
HANELE
HANELORA
HANELORE
HANG
HANIČKA
HANKA
HANNA
HANNAH
HANNELORA
HANNELORE
HANUŠE
HANUŠKA
HARRIET
HASMIK
HÁTA
HAYA
HEDA
HEDVA
HEDVIGA
HEDVIKA
HEIDE
HEIDELIES
HEIDELINDE
HEIDEMARIE
HEIDI
HEIDRUN
HELA
HELEN
HELENA
HELENE
HELENKA
HELGA
HELIN
HELLA
HELMA
HENDRIKA
HENRIETA
HENRIETTA
HENRIETTE
HENRIKA
HENRYKA
HERMA
HERMENEGILDA
HERMINA
HERMÍNA
HERMINE
HERTA
HERTHA
HEŘMA
HIEN
HILA
HILDA
HILDEGARD
HILDEGARDA
HILDEGARDE
HIND
HOANG YEN
HONEY
HONG VAN
HUBERTA
HUONG
HUYEN
HVĚZDOSLAVA
HYACINTA
CHANA
CHARIKLIA
CHARLENE
CHARLOTA
CHARLOTT
CHARLOTTA
CHARLOTTE
CHAVA
CHELSEA
CHERRY
CHERYL
CHIARA
CHLOE
CHRISANTI
CHRISTA
CHRISTIANA
CHRISTIANE
CHRISTIN
CHRISTINA
CHRISTINE
CHRISTL
CHRISULA
CHRYSTYNA
IANA
IBOJA
IBOLYA
ILA
ILANA
ILARIA
ILDIKO
ILDIKÓ
ILEANA
ILENA
ILGA
ILIANA
ILJANA
ILKA
ILLONA
ILONA
ILONKA
ILSA
ILSE
ILUŠE
IMAN
IMELDA
INA
INBAL
INDIRA
INÉS
INESA
INESSA
INEZ
INÉZ
INGA
INGEBORG
INGEBORGA
INGEBURG
INGRID
INGRIDA
INGRIT
INKA
INNA
IOANNA
IRAIDA
IRČA
IRENA
IRÉNA
IRENE
IRENEA
IRENKA
IRINA
IRINI
IRIS
IRIT
IRMA
IRMGARD
IRMGARDA
IRMTRAUD
IRYNA
ISABEL
ISABELA
ISABELL
ISABELLA
ISABELLE
ISIDORA
ISKRA
ISLA
ISOLDA
ISOLDE
ISRA
ITA
IULIA
IULIANA
IVANA
IVANKA
IVÁNKA
IVANNA
IVETA
IVETTA
IVETTE
IVONA
IVONKA
IVONNA
IVONNE
IVUŠE
IVUŠKA
IVY
IWETTA
IWONA
IZA
IZABEL
IZABELA
IZABELL
IZABELLA
JACQUELINA
JACQUELINE
JADE
JADRANA
JADRANKA
JADVIGA
JADWIGA
JAMILA
JANA
JÁNA
JANET
JANETA
JANETTA
JANETTE
JANIČKA
JANIKA
JANINA
JANINE
JANKA
JANULA
JANUŠE
JAQUELINE
JARKA
JARMILA
JARMILKA
JAROMILA
JAROMÍRA
JAROSLAVA
JARUŠE
JARUŠKA
JARYNA
JASANA
JASEMIN
JASMÍN
JASMINA
JASMÍNA
JASMINKA
JASNA
JASNĚNA
JASNUŠE
JASNUŠKA
JEANETA
JEANETTA
JEANETTE
JEANNE
JEANNETTA
JEANNETTE
JEANNINE
JEKATERINA
JEKATĚRINA
JELA
JELENA
JELENKA
JELISAVETA
JELIZAVETA
JELYZAVETA
JENA
JENIČKA
JENIFER
JENIFFER
JENKA
JENNA
JENNIFER
JENNY
JENOVEFA
JENOVÉFA
JENY
JESICA
JESIKA
JESSICA
JESSIKA
JEVGENIJA
JEVHENIJA
JINDŘICHA
JINDŘIŠKA
JIŘINA
JIŘINKA
JITKA
JITŘENA
JITŘENKA
JITUŠKA
JOANA
JOANNA
JOHANA
JOHANKA
JOHANNA
JOLA
JOLANA
JOLANDA
JOLANKA
JOLANTA
JORDANA
JORDANKA
JORGA
JORIKA
JOSEFA
JOSEFINA
JOSEFÍNA
JOSEFINE
JOSEFKA
JOSEPHINE
JOSÉPHINE
JOVANA
JOVANKA
JOY
JOZEFA
JÓZEFA
JOZEFINA
JOZEFÍNA
JUANA
JUANITA
JUDIT
JUDITA
JUDITH
JUDITHA
JUDY
JUDYTA
JULE
JULI
JULIA
JÚLIA
JULIANA
JULIÁNA
JÚLIANA
JULIANE
JULIANNA
JÚLIE
JŮLIE
JULIET
JULIETA
JULIETTA
JULIETTE
JULIJA
JURANA
JURINA
JUSTINA
JUSTÍNA
JUSTINE
JUSTYNA
JUSTÝNA
JUTA
JUTTA
KADIATOU
KAFA
KAIA
KAIDA
KAILA
KAIRA
KAITLYN
KAJETÁNA
KALINA
KALIOPI
KAMILLA
KARIMA
KARÍMA
KARINA
KARÍNA
KARINE
KARLA
KARMELA
KARMEN
KAROLA
KAROLIN
KAROLINA
KAROLÍNA
KAROLINE
KASANDRA
KASSANDRA
KÁŤA
KATALIN
KATARINA
KATARÍNA
KATARZYNA
KATE
KATERINA
KATERYNA
KATEŘINA
KATHARINA
KATHARINE
KATHERINA
KATHERINE
KATHLEEN
KATHRIN
KATHRYN
KATHY
KATIA
KATIE
KATINA
KATJA
KATKA
KATRIN
KATRINA
KATRINE
KATUŠE
KATY
KATYA
KAYLA
KAZI
KAZIMIERA
KAZIMÍRA
KEILA
KEIRA
KENZA
KEREN
KERSTIN
KETEVAN
KETRIN
KETTY
KHADIJA
KHULAN
KIANA
KIARA
KINGA
KIRIAKI
KITTY
KLARA
KLÁRA
KLARISA
KLÁRKA
KLAUDIA
KLAUDIE
KLEA
KLEMENTINA
KLEMENTÍNA
KLEMENTÝNA
KLEOPATRA
KLOTILDA
KLOTYLDA
KOLETA
KONSTANCE
KONSTANCIE
KONSTANTINA
KORDULA
KORINA
KORNELA
KORNELIA
KORNÉLIA
KORNELIE
KORNÉLIE
KRASAVA
KRASIMIRA
KRISTIANA
KRISTIÁNA
KRISTINA
KRISTÍNA
KRISTINE
KRISTINKA
KRISTY
KRISTYNA
KRISTÝNA
KRISZTINA
KRYSTINA
KRYSTYNA
KRYSTÝNA
KSENIA
KSENIJA
KVETA
KVĚTA
KVĚTOMILA
KVETOSLAVA
KVĚTOSLAVA
KVĚTUŠE
KVĚTUŠKA
KYLIE
KYRA
LADA
LADĚNA
LADISLAVA
LAĎKA
LADUŠE
LAETITIA
LAIA
LAILA
LAJLA
LAMIA
LANA
LARA
LARISA
LARISSA
LARYSA
LAURENCIE
LAVINIA
LAYAN
LAYLA
LEA
LÉA
LEAH
LEANDRA
LEFTERIA
LEIA
LEILA
LEILANI
LEJLA
LELA
LENA
LÉNA
LENI
LENKA
LENNA
LENNY
LEOKADIA
LEOKADIE
LEOKÁDIE
LEONA
LEONARDA
LEONIDA
LEONIE
LEONKA
LEONOR
LEONORA
LEONTINA
LEONTÍNA
LEONTINE
LÉONTINE
LEONTYNA
LEONTÝNA
LEOPOLDA
LEOPOLDINA
LESANA
LESIA
LESJA
LETICIA
LETÍCIA
LETICIE
LETIZIA
LETTA
LETTY
LEYA
LEYLA
LIA
LÍA
LIANA
LIÁNA
LIANE
LIANNA
LIAT
LIBBY
LIBĚNA
LIBI
LIBORA
LIBORKA
LIBOSLAVA
LIBUŠA
LIBUŠE
LIBUŠKA
LIDA
LÍDA
LIDIA
LÍDIA
LIDIE
LIDIJA
LIDKA
LIDMILA
LIDUŠE
LIDUŠKA
LIDVINA
LIDYE
LIESELOTTA
LIESELOTTE
LIHI
LILA
LILACH
LILI
LILIA
LILIANA
LILIÁNA
LILIANE
LILIANNA
LILIANNE
LILIBETH
LILIE
LILIEN
LILIJA
LILIJANA
LILIT
LILIYA
LILJA
LILJANA
LILLA
LILLI
LILLIANA
LILLIEN
LILLY
LILY
LIMOR
LINA
LINDA
LINDITA
LIORA
LISBET
LISELOTA
LISELOTTA
LISELOTTE
LIUDMILA
LIV
LIVIA
LÍVIA
LIVIE
LÍVIE
LIYA
LÍZA
LJERKA
LJILJANA
LJUBA
LJUBICA
LJUBOV
LJUDMILA
LJUDMYLA
LOAN
LOLA
LOLITA
LORA
LOREDANA
LOREEN
LORELEI
LORENA
LORETA
LORETTA
LORIANA
LORIEN
LORRAINE
LOTA
LOTKA
LOTTA
LOTTY
LOUISA
LOUISE
LOURDES
LUANA
LUBA
ĽUBA
LUBĚNA
LUBICA
ĹUBICA
ĽUBICA
LUBISLAVA
LUBOMÍRA
ĹUBOMÍRA
ĽUBOMÍRA
ĽUBOSLAVA
ĽUBOV
ĽUBUŠA
LUCIA
LUCÍA
LÚCIA
LUCIANA
LUCIÁNA
LUCIANNA
LUCIE
LUCIENNE
LUCIJA
LUCJA
ŁUCJA
LUCREZIA
LUCYNA
LUĎA
LUDĚNA
LUDĚNKA
LUDISLAVA
LUDIŠE
LUĎKA
LUDMILA
ĹUDMILA
ĽUDMILA
LUDOSLAVA
LUDOVIKA
LUDVIKA
LUDVÍKA
LUISA
LUISE
LUIZA
LUJZA
LUKRECIA
LUKRÉCIA
LUKRÉCIE
LUMÍRA
LUNA
LUSIJA
LUSINE
LYDIA
LÝDIA
LYDIE
LÝDIE
LYGIE
LYRA
LYRIS
MABEL
MADALENA
MADDALENA
MADDIE
MADELAINE
MADELEINE
MADELINE
MADINA
MADLA
MADLEN
MADLENA
MADLENKA
MAE
MAEVA
MAGALI
MAGDA
MAGDALENA
MAGDALÉNA
MAGDALENE
MAGDALINA
MAGGIE
MAHA
MAHULENA
MAIA
MAILA
MAIRA
MAISA
MAJA
MÁJA
MAJDA
MAJDALENA
MAJDALÉNA
MAJJA
MAJKA
MALAIKA
MALAK
MALENA
MALGORZATA
MAŁGORZATA
MALI
MALIA
MALIE
MALIKA
MALKA
MALVINA
MALVÍNA
MANON
MANUELA
MÁRA
MARCELA
MARCELINA
MARCELÍNA
MARCELKA
MARCELLA
MARCIA
MARGARET
MARGARETA
MARGARÉTA
MARGARETE
MARGARETHA
MARGARETHE
MARGARITA
MARGETA
MARGHERITA
MARGIT
MARGITA
MARGITTA
MARGO
MARGOT
MARGUERITE
MARHARYTA
MARI
MARIA
MARÍA
MÁRIA
MARIAM
MARIANA
MARIÁNA
MARIANKA
MARIANNA
MARIANNE
MARIBEL
MARICA
MARIE
MÁRIE
MARIELA
MARIELLA
MARIEM
MARIETA
MARIETTA
MARIJA
MARIJANA
MARIJKA
MARIKA
MARILYN
MARINA
MARÍNA
MARINE
MARIOLA
MARISA
MARISOL
MARISSA
MARITA
MARIYA
MARJA
MARJAM
MARJANA
MARKA
MARKETA
MARKÉTA
MARLA
MARLEN
MARLENA
MARLENE
MARLÉNE
MARLIES
MARLIS
MARTA
MÁRTA
MARTHA
MARUŠE
MARUŠKA
MARY
MARYAM
MARYANA
MARYLA
MARYNA
MARYŠA
MARYŠKA
MAŘÍ
MAŠA
MÁŠA
MATEA
MATHILDA
MATILDA
MATILDE
MATYLDA
MAURA
MAVIS
MAXIMA
MAXINE
MAY
MAYAN
MAYBELLINE
MAYSA
MEČISLAVA
MEDA
MEDEA
MÉDEA
MEDINA
MEG
MEGAN
MEGGI
MEGGIE
MEGHAN
MELANI
MELANIA
MELÁNIA
MELANIE
MELÁNIE
MELANY
MELIA
MELIKE
MELINA
MELINDA
MELINE
MELISA
MELISSA
MELITA
MELITTA
MELLANIE
MELLISA
MELODY
MERCEDES
MERI
MERIEM
MERITA
MERYEM
METODĚJKA
MEVA
MIA
MICAELA
MIHAELA
MIHRIBAN
MICHAELA
MICHAELLA
MICHALA
MICHALINA
MICHELA
MICHÉLE
MIJA
MIKAELA
MILA
MÍLA
MILADA
MILAGROS
MILANA
MILANKA
MILENA
MILENKA
MILENTINA
MILEVA
MILEY
MILI
MILICA
MILINA
MILKA
MILLA
MILLIE
MILLY
MILONA
MILOSLAVA
MILUŠA
MILUŠE
MILUŠKA
MIMI
MINA
MÍNA
MIRA
MIRABELA
MIRANDA
MIREILLE
MIRELA
MIRELLA
MIRENA
MIRI
MIRIAM
MIRIAMA
MIRIANA
MIRIEL
MIRIJAM
MIRJAM
MIRJANA
MIRKA
MIRNA
MIRONA
MIROSLAVA
MIROSLÁVKA
MIROSŁAWA
MIRUŠKA
MISHEEL
MISHELL
MIŠELA
MIYA
MLADA
MLADENA
MOJMÍRA
MOLLY
MONA
MONIA
MONICA
MONIKA
MONIQUE
MORAN
MOUNA
MUNA
MYA
MYRA
MYRIAM
MYROSLAVA
MYSLENA
NAAMA
NADA
NAĎA
NADĚJE
NADĚNA
NADĚNKA
NADEŽDA
NADĚŽDA
NADIA
NADIJA
NADINE
NADJA
NAILA
NAIRA
NALA
NALANI
NANA
NANCY
NANETA
NARA
NARCISA
NARCISKA
NARE
NARINE
NASŤA
NATALI
NATALIA
NATÁLIA
NATALIE
NATÁLIE
NATALIJA
NATALIYA
NATALJA
NATALKA
NATALLIA
NATALLY
NATALY
NATALYA
NATANIELA
NATASHA
NATASCHA
NATAŠA
NATHALI
NATHALIA
NATHALIE
NATHÁLIE
NATHALY
NAYA
NEA
NEDA
NEFELI
NĚHOSLAVA
NEILA
NEMA
NELA
NELI
NELIA
NELJA
NELL
NELLA
NELLI
NELLIE
NELLY
NELY
NENA
NEONILA
NEREA
NERIJA
NETA
NETTA
NEVA
NĚVA
NEVENA
NEVENKA
NGA
NGAN
NHI
NHUNG
NIA
NICA
NICOLE
NICOLET
NICOLETA
NICOLETTA
NICOLETTE
NICOLL
NICOLLA
NICOLLE
NIHAN
NIKÉ
NIKOLET
NIKOLETA
NIKOLETT
NIKOLETTA
NIKOLINA
NIKY
NILA
NILI
NINA
NINEL
NIRA
NITZAN
NIVA
NIVES
NOELA
NOELIA
NOELLE
NOEMA
NOEMI
NOÉMI
NOÉMIE
NOGA
NOLA
NOMIN
NONA
NONNA
NORA
NORAH
NORBERTA
NORIE
NORIKA
NORMA
NOYA
NUR
NURIT
ODA
ODETA
ODETTA
ODETTE
ODONA
OKSANA
OLDŘICHA
OLDŘIŠKA
OLEKSANDRA
OLENA
OLESIA
OLESJA
OLESYA
OLEXANDRA
OLGA
OĹGA
OĽGA
OLHA
OLIMPIA
OLINA
OLINKA
OLIVA
OLIVERA
OLIVIA
OLÍVIA
OLIVIE
OLÍVIE
OLIWIA
OLLY
OLUŠA
OLUŠE
OLUŠKA
OLYMPIA
OLYMPIE
ONDŘEJKA
ORA
ORESTA
ORIANA
ORIT
ORNELA
ORNELLA
ORYSJA
OSNAT
OTAKARA
OTILIA
OTÍLIA
OTILIE
OTÍLIE
OTTILIA
OTTILIE
OTYLIE
OTÝLIE
OXANA
PALOMA
PAMELA
PANAJOTA
PAOLA
PAR
PARASKA
PARISA
PARTENA
PATRICIA
PATRÍCIA
PATRICIE
PATRÍCIE
PATRIKA
PATRIZIA
PATRYCJA
PAULA
PAULINA
PAULÍNA
PAULINE
PAVLA
PAVLINA
PAVLÍNA
PAVLINKA
PEGGY
PELAGIA
PENELOPA
PENELOPE
PENKA
PERLA
PERLUŠE
PERLUŠKA
PETRA
PETRANA
PETROMILA
PETRONELA
PETRONELLA
PETRONILA
PETRUŠE
PETRUŠKA
PĚVA
PĚVUŠE
PĚVUŠKA
PHOEBE
PIA
PINELOPI
PIROSKA
PIROŠKA
POLA
POLINA
POLIXENI
POLLYANNA
POLYXENA
POPPY
